tên hàng hóa,danh mục,kết quả mong muốn
"Ghế ăn dặm cho bé gấp gọn Chilux Grow V, điều chỉnh độ cao, ngả lưng, có bánh xe","[Đồ dùng ăn dặm, Yếm ăn dặm, Bát ăn dặm, Thìa báo nóng, Máy xay đồ ăn dặm, Ghế ăn dặm, Mastela, Hanbei, Chilux, Joie, Đồ dùng cho bé ăn, High Chair, Ghế ăn dặm đa năng, Ghế ăn cho bé]",Ghế ăn dặm
"Bộ 2 ti ngậm Nuk Space Silicone, cho bé 6-18 tháng, chỉnh nha, có hộp đựng","[Ti ngậm & Gặm nướu, Gặm nướu, Dây đeo ti giả, Hộp đựng ti giả, Ty ngậm, Philips Avent, Nuk, Chicco, Pigeon, Dr. Brown's, Đồ sơ sinh, Pacifier, Ti giả, Ty ngậm cho bé]",Ty ngậm
"Địu em bé trợ lực 4 tư thế Pognae No.5 Max, có ghế ngồi, lưới thoáng khí","[Địu em bé, Địu vải, Địu trợ lực, Địu 4 tư thế, Địu ngồi, Địu, Ergobaby, Lillebaby, Pognae, Aprica, iMama, Baby Carrier, Địu ngồi cho bé, Địu trợ lực]",Địu
" toner simple kind to skin 200ml cho da nhạy cảm k cồn","[srm, serum, kem dưỡng, kcn, nc hoa hồng, toner, simple, la roche posay, vichy, chăm sóc da, facial toner, nước cân bằng, toner cho da nhạy cảm, Skincare, mỹ phẩm Anh]",toner
"ip 15 prm 256gb titan tự nhiên, hàng v/na new seal fullbox","[điện thoại, smartphone, samsung, oppo, xiaomi, iphone, apple, đt, iphone 15, ip15 prm, dthdd, flagship, điện thoại cao cấp, điện thoại di động, iPhone 15 Pro Max]",iphone
"sữa tắm lifebuoy matcha khổ qua 850g, chai st sạch khuẩn thơm mát","[dau goi, sua rua mat, xa phong, sua tam, lifebuoy, dove, lux, enchanteur, st, body wash, sữa tắm kháng khuẩn, chăm sóc cơ thể, xà bông tắm, gel tắm]",sua tam
"thùng mì hảo hảo tôm chua cay (30 gói x 75g), mì tôm quốc dân","[mi an lien, phở gói, bún bò, hủ tiếu, mì gói, hảo hảo, cung đình, 3 miền, mm, instant noodle, mì ăn liền, thực phẩm khô, đồ ăn liền, mì tôm]",mì gói
lap gaming acer nitro 5 2023 rtx 4050 i5 12500h 16gb 512gb 144hz,"[máy tính, laptop van phong, macbook, may tinh de ban, laptop, acer, dell, asus, hp, laptop gaming, máy tính xách tay, laptop đồ họa, laptop cấu hình cao, gaming laptop]",laptop
"giày nike af1 07 trắng real, sneaker nike air force 1 auth full box bill","[giày thể thao, giày chạy bộ, sandal, dép, giày sneaker, nike, adidas, puma, converse, gsneaker, footwear, giày thời trang, giày trắng, giày da, AF1]",giày sneaker
"qjean nam rách gối form slim fit, quần bò nam co giãn màu xanh nhạt","[quần short, quần kaki, quần tây, quần jean, qjean, levis, zara, topman, uniqlo, denim, quần bò, thời trang nam, jeans, quần dài nam]",quần jean
"son kem lì 3ce velvet lip tint màu immanence (đỏ rượu vang), son 3ce auth","[son kem, son thỏi, son dưỡng, son bóng, son môi, 3ce, mac, dior, chanel, sm, lipstick, makeup, mỹ phẩm, trang điểm, son lì]",son môi
"kem chống nắng lrp anthelios uvmune 400 oil control, kcn la roche-posay cho da dầu mụn","[serum, kem dưỡng, toner, sữa rửa mặt, kem chống nắng, kcn, la roche-posay, anessa, vichy, biore, sunscreen, skincare, chăm sóc da, dược mỹ phẩm, bảo vệ da]",kem chống nắng
"tai nghe true wireless sony wf-1000xm5, tai nghe bluetooth chống ồn, tws","[loa, tai nghe có dây, tai nghe chụp tai, tai nghe, sony, apple, jbl, samsung, tnghe, earbuds, tai nghe không dây, true wireless, headphone, thiết bị âm thanh]",tai nghe
"apple watch se 2 2023 40mm gps viền nhôm, đồng hồ thông minh, aw se2","[smartwatch, vòng đeo tay, đồng hồ cơ, đồng hồ, apple watch, samsung galaxy watch, garmin, amazfit, dhtm, đồng hồ thông minh, thiết bị đeo, wearable, đồng hồ thể thao]",đồng hồ
"smart tv samsung 4k uhd 55 inch 55au8100, tivi thông minh, crystal uhd","[tivi, tv sony, tv lg, android tv, smart tivi, samsung, lg, sony, tcl, tv, television, tivi 4k, tivi thông minh, thiết bị điện tử, rạp hát tại gia]",tivi
"máy giặt electrolux inverter 10kg cửa trước ewf1024m3sb, mg lồng ngang","[máy sấy, máy giặt cửa trên, tủ giặt hấp, máy giặt, electrolux, lg, samsung, aqua, mg, washing machine, máy giặt lồng ngang, điện máy, thiết bị giặt ủi, máy giặt inverter]",máy giặt
"tủ lạnh samsung side by side 648l rs62r5001b4/sv, tủ lạnh inverter có làm đá tự động","[tủ đông, tủ mát, tủ lạnh mini, tủ lạnh, samsung, lg, panasonic, hitachi, tl, refrigerator, tủ lạnh side by side, tủ lạnh 2 cánh, điện gia dụng, thiết bị nhà bếp]",tủ lạnh
"nồi cơm điện cao tần cuckoo 1.08l crp-huf1080se, nồi cơm điện tử nội địa hàn","[nồi áp suất, nồi chiên không dầu, lò vi sóng, nồi cơm điện, cuckoo, toshiba, sharp, sunhouse, ncd, rice cooker, nồi cơm cao tần, đồ gia dụng, thiết bị nhà bếp, nồi cơm]",nồi cơm điện
"máy lọc không khí xiaomi smart air purifier 4, mlkk lọc bụi mịn pm2.5, khử mùi","[máy hút ẩm, máy tạo ẩm, quạt, máy lọc không khí, mlkk, xiaomi, sharp, panasonic, coway, air purifier, máy lọc không khí thông minh, gia dụng thông minh, thiết bị sức khỏe]",máy lọc không khí
"robot hút bụi lau nhà ecovacs deebot t9, rhb tự động hút rác, lau rung","[máy hút bụi cầm tay, cây lau nhà, robot hút bụi, rhb, ecovacs, roborock, dreame, xiaomi, robot vacuum, robot lau nhà, gia dụng thông minh, thiết bị dọn dẹp]",robot hút bụi
"sữa rửa mặt cerave foaming facial cleanser for normal to oily skin 473ml, srm cho da dầu","[tẩy trang, toner, serum, kem dưỡng, srm, cetaphil, cerave, simple, la roche-posay, sữa rửa mặt, cleanser, chăm sóc da, skincare, mỹ phẩm]",sữa rửa mặt
"dầu gội clear bạc hà 900g, dầu gội đầu trị gàu mát lạnh, dgd","[sữa tắm, dầu xả, kem ủ tóc, dầu gội, dgd, head & shoulders, clear, pantene, sunsilk, shampoo, chăm sóc tóc, dầu gội trị gàu, dầu gội nam, hair care]",dầu gội
"nước rửa chén sunlight trà xanh nhật bản túi 3.5kg, nrc khử mùi tanh","[nước tẩy rửa, bột giặt, nước lau sàn, nước rửa chén, nrc, sunlight, my hao, lix, dishwashing liquid, vệ sinh nhà bếp, hàng tiêu dùng, hóa phẩm]",nước rửa chén
"tã quần huggies platinum nature made size l 68 miếng (9-14kg), bỉm cao cấp cho bé","[tã quần, bỉm người lớn, khăn ướt, bỉm, bobby, huggies, moony, merries, tã, diapers, tã em bé, chăm sóc bé, đồ dùng cho bé, bỉm quần]",bỉm
"sữa tươi tiệt trùng th true milk nguyên chất hộp 1l, sữa hộp, st","[sữa đặc, sữa chua, sữa bột, sữa tươi, st, vinamilk, th true milk, dutch lady, nutifood, milk, sữa, thực phẩm, đồ uống, dairy]",sữa tươi
"nước hoa nữ chanel coco mademoiselle edp 100ml, nh nữ quyến rũ","[nước hoa nam, xịt khử mùi, lăn khử mùi, nước hoa, nh, dior, chanel, versace, gucci, perfume, fragrance, nước hoa chính hãng, mỹ phẩm cao cấp, nước hoa nữ]",nước hoa
"áo thun local brand Degrey form oversize in hình gấu, t-shirt unisex","[Thời trang, Áo phông, áo local brand, t-shirt, đồ basic, icon denim, áo thun in hình, trang phục giới trẻ, fashionista items, streetwear, áo unisex, degrey, áo oversize, áo thun]",áo thun
"set bánh tráng phơi sương tự trộn full topping (muối tôm, hành phi, sa tế, tắc), đặc sản Tây Ninh","[đồ ăn vặt, xoài lắc, tokbokki, bánh tráng nướng, bánh tráng trộn, btt, ăn vặt Sài Gòn, foody, delivery, đặc sản, thực phẩm khô, bánh tráng phơi sương]",bánh tráng trộn
"trà mãng cầu giã tay handmade, ly 700ml, trend đồ uống giải nhiệt mùa hè","[trà sữa, cà phê, nước ép, trà đào, trà chanh, trà chanh giã tay, trend, đồ uống hot, trà mãng cầu, trà trái cây, đồ uống handmade, nước giải khát]",trà mãng cầu
"bộ pijama lụa mango dài tay mặc nhà, họa tiết hoa nhí, đồ ngủ cao cấp","[váy ngủ, đồ ngủ sexy, đồ bộ cotton, pijama, đồ mặc nhà, pyjama, đồ ngủ, satin, lụa, đồ bộ, thời trang mặc nhà, loungewear]",pijama
"gấu bông heo tiktok đội mũ bảo hiểm cute, thú nhồi bông, gối ôm, quà tặng sinh nhật","[thú nhồi bông, gối ôm, quà tặng, đồ chơi, gấu bông, capybara, chuột lang nước, trend tiktok, cute, gấu bông heo, đồ chơi trẻ em, quà tặng bạn gái]",gấu bông
"pass vé concert Westlife tại HN, khu CAT 2, k pass lẻ, gdtt","[vé xem phim, vé ca nhạc, vé sự kiện, vé concert, blackpink, born pink, vé chợ đen, pass vé, fandom, westlife, a1, a2, svđ thống nhất, live concert]",vé concert
"vịt vàng đội nón bảo hiểm gắn chong chóng trang trí xe máy, xe đạp, đồ chơi cute","[phụ kiện xe máy, đồ trang trí, sticker, heo cao su, heo đội nón, trend, cute, đồ chơi xe, vịt vàng tiktok, phụ kiện ô tô, đồ chơi xe hơi]",vịt vàng tiktok
"ốp lưng iphone 15 plus in hình luffy gear 5, case anime one piece, ốp dẻo chống sốc","[ốp lưng, phụ kiện điện thoại, ốp iphone, ốp samsung, ốp lenticular, ốp 3d, anime, one piece, wibu, case điện thoại, ốp in hình, ốp anime]",ốp lưng
"combo 50 sticker meme 'chúa hề' chống nước dán mũ bảo hiểm, vali, laptop","[decal, skin laptop, sticker, hình dán, meme, gen z, bất ổn, văn phòng, trang trí, sticker cute, sticker dán đồ, hình dán chống thấm]",sticker
"túi tote vải canvas local brand Levents, túi đeo vai đi học, đi làm, in chữ 'my animal series'","[túi xách, balo, túi đeo chéo, túi vải, túi tote, canvas, local brand, túi đi học, gen z, túi đeo vai, túi canvas, levents]",túi tote
"dép crocs classic clog màu đen, tặng kèm 10 jibbitz ngẫu nhiên, sục đi mưa","[dép lê, sandal, giày, dép sục, crocs, jibbitz, charm, dép đi mưa, sục nhựa, dép thời trang, giày dép, dép đi trong nhà]",dép sục
"nến thơm healing aurore 'a walk in the woods' mùi gỗ thông, sáp đậu nành, tinh dầu thiên nhiên","[decor, tinh dầu, sáp thơm, nến thơm, healing, chill, thư giãn, handmade, Yankee Candle, nến handmade, trang trí nhà cửa, quà tặng]",nến thơm
"bộ bài tarot The Wild Unknown cho người mới bắt đầu, 78 lá, có sách hướng dẫn tiếng Việt","[sách, board game, đồ chơi, tâm linh, bài tarot, oracle, bói bài, newbie, The Fool, the wild unknown, bài tây, đồ chơi giải trí, huyền học]",bài tarot
